Date,State,Confirmed,Recovered,Deceased
2020-05-04,Andaman and Nicobar Islands,0,0,0
2020-05-04,Andhra Pradesh,67,36,0
2020-05-04,Arunachal Pradesh,0,0,0
2020-05-04,Assam,0,0,0
2020-05-04,Bihar,11,3,0
2020-05-04,Chandigarh,5,2,0
2020-05-04,Chhattisgarh,1,0,0
2020-05-04,Daman and Diu,0,0,0
2020-05-04,Delhi,349,69,0
2020-05-04,Dadra and Nagar Haveli,0,0,0
2020-05-04,Goa,0,0,0
2020-05-04,Gujarat,376,153,29
2020-05-04,Himachal Pradesh,1,0,0
2020-05-04,Haryana,75,9,1
2020-05-04,Jharkhand,0,0,0
2020-05-04,Jammu and Kashmir,25,16,0
2020-05-04,Karnataka,37,28,2
2020-05-04,Kerala,0,61,0
2020-05-04,Ladakh,0,0,0
2020-05-04,Lakshadweep,0,0,0
2020-05-04,Maharashtra,1567,350,35
2020-05-04,Meghalaya,0,0,0
2020-05-04,Manipur,0,0,0
2020-05-04,Madhya Pradesh,105,58,9
2020-05-04,Mizoram,0,0,0
2020-05-04,Nagaland,0,0,0
2020-05-04,Odisha,7,0,0
2020-05-04,Punjab,130,11,2
2020-05-04,Puducherry,0,0,0
2020-05-04,Rajasthan,175,82,6
2020-05-04,Sikkim,0,0,0
2020-05-04,Telangana,3,40,0
2020-05-04,Tamil Nadu,527,30,1
2020-05-04,Tripura,13,0,0
2020-05-04,Uttar Pradesh,121,48,7
2020-05-04,Uttarakhand,0,0,0
2020-05-04,West Bengal,61,86,11
