Date,State,Confirmed,Recovered,Deceased
2020-05-03,Andaman and Nicobar Islands,0,6,0
2020-05-03,Andhra Pradesh,58,47,0
2020-05-03,Arunachal Pradesh,0,0,0
2020-05-03,Assam,0,0,0
2020-05-03,Bihar,36,7,0
2020-05-03,Chandigarh,3,0,1
2020-05-03,Chhattisgarh,14,0,0
2020-05-03,Daman and Diu,0,0,0
2020-05-03,Delhi,427,106,0
2020-05-03,Dadra and Nagar Haveli,0,0,0
2020-05-03,Goa,0,0,0
2020-05-03,Gujarat,374,146,28
2020-05-03,Himachal Pradesh,0,1,0
2020-05-03,Haryana,66,3,0
2020-05-03,Jharkhand,0,5,0
2020-05-03,Jammu and Kashmir,35,33,0
2020-05-03,Karnataka,13,22,0
2020-05-03,Kerala,0,1,0
2020-05-03,Ladakh,19,0,0
2020-05-03,Lakshadweep,0,0,0
2020-05-03,Maharashtra,678,115,27
2020-05-03,Meghalaya,0,0,0
2020-05-03,Manipur,0,0,0
2020-05-03,Madhya Pradesh,49,174,5
2020-05-03,Mizoram,0,0,0
2020-05-03,Nagaland,0,0,0
2020-05-03,Odisha,2,4,0
2020-05-03,Punjab,330,5,1
2020-05-03,Puducherry,0,1,0
2020-05-03,Rajasthan,114,114,3
2020-05-03,Sikkim,0,0,0
2020-05-03,Telangana,21,46,0
2020-05-03,Tamil Nadu,266,38,1
2020-05-03,Tripura,12,0,0
2020-05-03,Uttar Pradesh,158,56,0
2020-05-03,Uttarakhand,1,0,0
2020-05-03,West Bengal,276,-19,74
