Date,State,Confirmed,Recovered,Deceased
2020-05-05,Andaman and Nicobar Islands,0,0,0
2020-05-05,Andhra Pradesh,67,65,1
2020-05-05,Arunachal Pradesh,0,0,0
2020-05-05,Assam,2,0,0
2020-05-05,Bihar,7,31,0
2020-05-05,Chandigarh,17,0,0
2020-05-05,Chhattisgarh,1,0,0
2020-05-05,Daman and Diu,0,0,0
2020-05-05,Delhi,206,37,0
2020-05-05,Dadra and Nagar Haveli,1,0,0
2020-05-05,Goa,0,0,0
2020-05-05,Gujarat,441,186,49
2020-05-05,Himachal Pradesh,1,0,1
2020-05-05,Haryana,31,2,0
2020-05-05,Jharkhand,10,6,0
2020-05-05,Jammu and Kashmir,15,17,0
2020-05-05,Karnataka,22,10,2
2020-05-05,Kerala,3,0,0
2020-05-05,Ladakh,0,0,0
2020-05-05,Lakshadweep,0,0,0
2020-05-05,Maharashtra,984,354,34
2020-05-05,Meghalaya,0,0,0
2020-05-05,Manipur,0,0,0
2020-05-05,Madhya Pradesh,107,144,11
2020-05-05,Mizoram,0,1,0
2020-05-05,Nagaland,0,0,0
2020-05-05,Odisha,8,0,1
2020-05-05,Punjab,219,5,2
2020-05-05,Puducherry,0,0,0
2020-05-05,Rajasthan,97,87,12
2020-05-05,Sikkim,0,0,0
2020-05-05,Telangana,11,43,0
2020-05-05,Tamil Nadu,508,76,2
2020-05-05,Tripura,13,0,0
2020-05-05,Uttar Pradesh,114,185,6
2020-05-05,Uttarakhand,1,0,0
2020-05-05,West Bengal,85,46,7
