Date,State,Confirmed,Recovered,Deceased
2020-05-02,Andaman and Nicobar Islands,0,10,0
2020-05-02,Andhra Pradesh,62,38,0
2020-05-02,Arunachal Pradesh,0,0,0
2020-05-02,Assam,0,0,0
2020-05-02,Bihar,15,19,1
2020-05-02,Chandigarh,6,1,0
2020-05-02,Chhattisgarh,0,0,0
2020-05-02,Daman and Diu,0,0,0
2020-05-02,Delhi,384,89,3
2020-05-02,Dadra and Nagar Haveli,0,0,0
2020-05-02,Goa,0,0,0
2020-05-02,Gujarat,333,160,26
2020-05-02,Himachal Pradesh,0,3,0
2020-05-02,Haryana,19,1,1
2020-05-02,Jharkhand,2,1,0
2020-05-02,Jammu and Kashmir,27,7,0
2020-05-02,Karnataka,12,20,3
2020-05-02,Kerala,2,8,0
2020-05-02,Ladakh,1,0,0
2020-05-02,Lakshadweep,0,0,0
2020-05-02,Maharashtra,790,121,36
2020-05-02,Meghalaya,0,0,0
2020-05-02,Manipur,0,0,0
2020-05-02,Madhya Pradesh,73,100,6
2020-05-02,Mizoram,0,0,0
2020-05-02,Nagaland,0,0,0
2020-05-02,Odisha,6,1,0
2020-05-02,Punjab,187,4,0
2020-05-02,Puducherry,1,0,0
2020-05-02,Rajasthan,106,126,6
2020-05-02,Sikkim,0,0,0
2020-05-02,Telangana,17,35,1
2020-05-02,Tamil Nadu,231,29,1
2020-05-02,Tripura,2,0,0
2020-05-02,Uttar Pradesh,159,44,1
2020-05-02,Uttarakhand,2,2,0
2020-05-02,West Bengal,127,12,7
